target,message,message_len,message_clean,target_encoded
ham,Dai what this da.. Can i send my resume to this id.,51,dai da send resum id,0
ham,"I know where the  &lt;#&gt;  is, I'll be there around 5",55,know around,0
ham,Yup i've finished c Ì_ there...,31,yup finish,0
ham,Remember to ask alex about his pizza,36,rememb ask alex pizza,0
ham,No da..today also i forgot..,28,da today also forgot,0
ham,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",306,ola would get back mayb today told direct link us get car bid onlin arrang ship get cut partnership invest money ship take care rest wud b self reliant soon dnt worri,0
ham,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,202,fwiw reason around time smoke gas afford around someon tell appar happen somebodi want light,0
ham,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*",160,hello boytoy made home constant thought love hope nice visit wait till come home kiss,0
ham,Congrats kano..whr s the treat maga?,36,congrat kano whr treat maga,0
ham,Who u talking about?,20,talk,0
ham,Yup...,6,yup,0
ham,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",150,wake alreadi wat pick us later rite take reach ard smth like dat check e arriv time ya soon,0
ham,Yunny i'm walking in citylink now Ì_ faster come down... Me very hungry...,74,yunni walk citylink faster come hungri,0
ham,Er yep sure. Props?,19,er yep sure prop,0
ham,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc",153,hiya pay money account thank got pleasant surpris check balanc get statement acc,0
spam,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,158,nokia plus free digit camera get win free auction take part send nokia,1
ham,Ok ill send you with in  &lt;DECIMAL&gt;  ok.,45,ok ill send ok,0
ham,Bognor it is! Should be splendid at this time of year.,54,bognor splendid time year,0
ham,Yes.i'm in office da:),22,yes offic da,0
ham,Ok. I only ask abt e movie. U wan ktv oso?,42,ok ask abt e movi wan ktv oso,0
ham,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,179,misplac number send text old number wonder heard year best mcat got number atlanta friend,0
ham,Dunno lei... I might b eatin wif my frens... If Ì_ wan to eat then i wait 4 Ì_ lar,82,dunno lei might b eatin wif fren wan eat wait lar,0
spam,FREE entry into our å£250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,100,free entri $$$ week comp send word win http,1
ham,Do u noe how 2 send files between 2 computers?,46,noe send file comput,0
ham,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",158,mmmmm love wake word morn miss love hope day goe well happi wait us togeth,0
ham,jay says he'll put in  &lt;#&gt;,32,jay say put,0
ham,Can you just come in for a sec? There's somebody here I want you to see,71,come sec somebodi want see,0
ham,So the sun is anti sleep medicine.,34,sun anti sleep medicin,0
ham,What's happening with you. Have you gotten a job and have you begun registration for permanent residency,104,happen gotten job begun registr perman resid,0
ham,Yup ok...,9,yup ok,0
ham,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.,95,glad went well come plenti time clair goe work,0
ham,Ok enjoy . R u there in home.,29,ok enjoy r home,0
ham,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",155,pls pls send mail know relat come deliv know cost risk benefit anyth els thank,0
ham,You do what all you like,24,like,0
ham,That's y we haf to combine n c how lor...,41,haf combin n lor,0
ham,The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.,106,month amount terribl pay anyth till finish school,0
ham,Hmmm:)how many players selected?,32,hmmm mani player select,0
ham,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.",112,said gonna snow start around pm tonit predict inch accumul,0
ham,I dont. Can you send it to me. Plus how's mode.,47,dont send plus mode,0
ham,Aiyo please Ì_ got time meh.,28,aiyo pleas got time meh,0
ham,Package all your programs well,30,packag program well,0
ham,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.",289,sister belong famili hope tomorrow pray fate shoranur train incid let hold hand togeth fuell love concern prior grief pain pls join dis chain pass stop violenc women,0
ham,So are you guys asking that i get that slippers again or its gone with last year,80,guy ask get slipper gone last year,0
ham,Company is very good.environment is terrific and food is really nice:),70,compani good environ terrif food realli nice,0
spam,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",101,get rington logo game http question info co uk,1
ham,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,122,honest made love cup tea prompt drop key burnt finger get,0
ham,Yup but not studying surfing lor. I'm in e lazy mode today.,59,yup studi surf lor e lazi mode today,0
ham,Please sen :)my kind advice :-)please come here and try:-),58,pleas sen kind advic pleas come tri,0
ham,I'm done. C Ì_ there.,21,done,0
ham,"Oh fine, I'll be by tonight",27,oh fine tonight,0
ham,ÌÏ give me some time to walk there.,35,iï give time walk,0
ham,I'll reach in ard 20 mins ok...,31,reach ard min ok,0
spam,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",156,freemsg award free mini digit camera repli snap collect prize quizclub opt stop wk sp rwm ph,1
ham,Fuck babe ... What happened to you ? How come you never came back?,66,fuck babe happen come never came back,0
spam,This message is brought to you by GMW Ltd. and is not connected to the,70,messag brought gmw ltd connect,1
ham,"Some friends want me to drive em someplace, probably take a while",65,friend want drive em someplac probabl take,0
ham,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,95,also thk fast xy suggest one dun wan ok go rain leh got gd,0
ham,Are you still getting the goods.,32,still get good,0
ham,And maybe some pressies,23,mayb pressi,0
ham,"Yeah I am, so I'll leave maybe 7ish?",36,yeah leav mayb,0
ham,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.,144,told dr appt next week think gonna die told check noth worri listen,0
ham,You in your room? I need a few,30,room need,0
ham,I dont want to hear anything,28,dont want hear anyth,0
ham,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..,83,hey leav friday wait ask superior tell,0
ham,Ultimately tor motive tui achieve korli.,40,ultim tor motiv tui achiev kor,0
ham,From 5 to 2 only my work timing.,32,work time,0
ham,Û_ and donÛ÷t worry weÛ÷ll have finished by march Û_ ish!,61,worri finish march ish,0
ham,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel",116,hous water dock boat roll newscast dabbl jazz flute behind wheel,0
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",160,congrat mobil videophon r call videochat wid ur mate play java game dload polyph music nolin rentl,1
spam,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,153,next amaz xxx video sent enjoy one vid enough text back keyword get next video,1
ham,Now thats going to ruin your thesis!,36,that go ruin thesi,0
ham,In sch but neva mind u eat 1st lor..,36,sch neva mind eat lor,0
ham,Hey whats up? U sleeping all morning?,37,hey what sleep morn,0
ham,Erm. I thought the contract ran out the4th of october.,54,erm thought contract ran octob,0
ham,I dunno until when... Lets go learn pilates...,46,dunno let go learn pilat,0
spam,U are subscribed to the best Mobile Content Service in the UK for å£3 per ten days until you send STOP to 83435. Helpline 08706091795.,134,subscrib best mobil content servic uk $$$ per ten day send stop helplin,1
ham,Yup i'm elaborating on the safety aspects and some other issues..,65,yup elabor safeti aspect issu,0
spam,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs å£1.50 each",131,free tarot text find love life tri free text chanc free msgs $$$,1
ham,"Goodmorning, today i am late for 1hr.",37,goodmorn today late,0
ham,Hi happy birthday. Hi hi hi hi hi hi hi,39,hi happi birthday hi hi hi hi hi hi hi,0
ham,I will be outside office take all from there,44,outsid offic take,0
ham,If you don't respond imma assume you're still asleep and imma start calling n shit,82,respond imma assum still asleep imma start call n shit,0
ham,"Aight, see you in a bit",23,aight see bit,0
ham,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),155,superior tell friday leav depart except leav way call wahe fathima hr conform,0
spam,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,153,join uk horniest dog servic sex sign follow instruct txt entri nyt msg,1
ham,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,153,lol take member said aunt flow visit month caus develop ovarian cyst bc way shrink,0
ham,Still work going on:)it is very small house.,44,still work go small hous,0
ham,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?",117,friend got say up order gram got $$$ get,0
ham,Tmr timin still da same wat cos i got lesson until 6...,55,tmr timin still da wat cos got lesson,0
ham,"ThatÛ÷s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",126,thing ape fight death keep someth minut let go that,0
ham,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,109,gonna abl late notic home week anyway plan,0
ham,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",65,got fujitsu ibm hp toshiba got lot model say,0
ham,Okie... Thanx...,16,oki thanx,0
ham,"Gosh that , what a pain. Spose I better come then.",50,gosh pain spose better come,0
ham,"As usual..iam fine, happy &amp; doing well..:)",46,usual iam fine happi well,0
ham,Okie,4,oki,0
ham,So when you gonna get rimac access ,35,gonna get rimac access,0
ham,"\Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?\""""",99,arestaur eat squid wanna dosometh late,0
ham,You call times job today ok umma and ask them to speed up,57,call time job today ok umma ask speed,0
ham,"\HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!\""""",136,hello call wen finish wrk fanci meetin wiv tonit need break dabook hrs last nite today wrk,0
ham,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE,56,r sam p eachoth meet go hous,0
ham,:-) yeah! Lol. Luckily i didn't have a starring role like you!,62,yeah lol luckili star role like,0
ham,Hello madam how are you ?,25,hello madam,0
ham,"Awesome, text me when you're restocked",38,awesom text restock,0
spam,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a å£250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstopå£1.50/week,156,knock knock txt whose enter r week draw $$$ gift voucher store yr choic cs http stoptxtstop $$$ week,1
ham,Yes. It's all innocent fun. O:-),32,yes innoc fun,0
ham,Thanks for sending this mental ability question..,49,thank send mental abil question,0
ham,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.",243,sir hope day go smooth realli hope wont bother bill settl month extra cash know challeng time also let know,0
ham,2marrow only. Wed at  &lt;#&gt;  to 2 aha.,42,wed aha,0
ham,I went to ur hon lab but no one is there.,41,went ur hon lab one,0
ham,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,81,hey pple $$$ $$$ night excel locat wif breakfast hamper,0
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,173,hi mailbox messag sms alert match pleas call back retriev messag match min,1
ham,How come?,9,come,0
ham,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?,136,lol nah bad thank good b home quit realiti check how ur day anyth websit,0
ham,Ok lor...,9,ok lor,0
ham,I'm coming home 4 dinner.,25,come home dinner,0
ham,S da..al r above  &lt;#&gt;,27,da al r,0
spam,"FREE RING TONE just text \POLYS\"" to 87131. Then every week get a new tone. 0870737910216yrs only å£1.50/wk.""",109,free ring tone text poli everi week get new tone $$$ wk,1
ham,Unni thank you dear for the recharge..Rakhesh,45,unni thank dear recharg rakhesh,0
ham,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that,115,know lack particular dramastorm detail part worri,0
ham,Haha... They cant what... At the most tmr forfeit... haha so how?,65,haha cant tmr forfeit haha,0
ham,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!",139,hey glad r better hear treat urself digi cam good r fab new year coupla wks,0
ham,No way I'm going back there!,28,way go back,0
spam,"URGENT! Your mobile No 077xxx WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm",154,urgent mobil $$$ bonus caller prize attempt reach call asap,1
ham,I WILL CAL YOU SIR. In meeting,30,cal sir meet,0
ham,"That's what I love to hear :V see you sundayish, then",53,love hear v see sundayish,0
ham,"Sorry da thangam, very very sorry i am held up with prasad.",59,sorri da thangam sorri held prasad,0
ham,Tiwary to rcb.battle between bang and kochi.,44,tiwari rcb battl bang kochi,0
ham,Thank god they are in bed!,26,thank god bed,0
ham,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear,85,cancer mom make big deal regular checkup aka pap smear,0
ham,Am in gobi arts college,23,gobi art colleg,0
ham,Why she wants to talk to me,27,want talk,0
ham,Pandy joined 4w technologies today.he got job..,47,pandi join technolog today got job,0
spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",147,guarante latest nokia phone ipod player $$$ prize txt word collect ibhltd,1
ham,"They can try! They can get lost, in fact. Tee hee",49,tri get lost fact tee hee,0
ham,My friends use to call the same.,32,friend use call,0
ham,"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing",107,em olowoyey usc edu great time argentina sad secretari everyth bless,0
ham,"It,,s a taxt massage....tie-pos argh ok! Lool!",46,taxt massag tie pos argh ok lool,0
ham,"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls.",96,hi pleas get dollar loan pay back mid februari pls,0
ham,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management",157,might want pull case plan spend much confid derek taylor money manag,0
ham,Do you like shaking your booty on the dance floor?,50,like shake booti danc floor,0
ham,"Text me when you get off, don't call, my phones having problems",63,text get call phone problem,0
ham,No need for the drug anymore.,29,need drug anymor,0
ham,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..,87,sorri da thought call lot time lil busi call noon,0
ham,Its sarcasm.. .nt scarcasim,27,sarcasm nt scarcasim,0
ham,Great! I have to run now so ttyl!,33,great run ttyl,0
ham,Feel like trying kadeem again? :V,33,feel like tri kadeem v,0
ham,Dai  &lt;#&gt;  naal eruku.,27,dai naal eruku,0
ham,Not yet chikku..wat abt u?,26,yet chikku wat abt,0
ham,Want to finally have lunch today?,33,want final lunch today,0
ham,Do you know when dad will be back?,34,know dad back,0
spam,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",130,hello darl today would love chat dont tell look like sexi,1
spam,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,165,free week nokia tone ur mob everi week txt nokia get txting tell ur mate http pobox norm tone,1
ham,He remains a bro amongst bros,29,remain bro amongst bros,0
ham,R u meeting da ge at nite tmr?,30,r meet da ge nite tmr,0
ham,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.",140,nice day impress sensibl went home earli feel fine bore rememb,0
ham,Why de. You looking good only:-)..,34,de look good,0
spam,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp å£1.50/msg,163,wanna get laid want real dog locat sent direct ur mobil join uk largest dog network txt park nyt $$$ msg,1
spam,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,130,tri contact respons offer new nokia fone camcord hit repli call deliveri,1
ham,Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.,117,yes repli mail go manag offic later plus bank later also wednesday,0
ham,"That's cool, I'll come by like  &lt;#&gt; ish",45,cool come like ish,0
ham,Super msg da:)nalla timing.,27,super msg da nalla time,0
ham,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?",153,good afternoon boytoy feel today better hope good boy obedi slave pleas queen,0
ham,I am 6 ft. We will be a good combination!,41,ft good combin,0
ham,I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!,136,sick needi want pout stomp feet pout stomp feet want slave want,0
ham,* Am on a train back from northampton so i'm afraid not!,56,train back northampton afraid,0
ham,Where in abj are you serving. Are you staying with dad or alone.,64,abj serv stay dad alon,0
ham,Was playng 9 doors game and gt racing on phone lol,50,playng door game gt race phone lol,0
spam,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",136,new tone week includ mcfli ab sara jorg shock smith switch order follow instruct next messag,1
ham,I'm on da bus going home...,27,da bus go home,0
ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,106,got call landlin number ask come anna nagar go afternoon,0
ham,I'm okay. Chasing the dream. What's good. What are you doing next.,66,okay chase dream good next,0
ham,Yupz... I've oredi booked slots 4 my weekends liao... ,54,yupz oredi book slot weekend liao,0
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only,158,urgent tri contact today draw show $$$ prize guarante call land line claim valid,1
ham,There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no,88,r mani model soni ericson also der luk good bt forgot modl,0
ham,Yes I know the cheesy songs from frosty the snowman :),54,yes know cheesi song frosti snowman,0
ham,"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u..",56,ya ok vikki vl witin min il repli,0
spam,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p ,153,sport fan get latest sport news str ur mobil wk free plus free tone txt sport http norm,1
ham,Hey tmr meet at bugis 930 ?,27,hey tmr meet bugi,0
spam,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm",158,urgent urgent free flight europ give away call sept take friend free call claim,1
ham,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,95,nice new shirt thing wear nudist theme mu,0
ham,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you,95,hey sexi bun day word morn ym think,0
ham,And whenever you and i see we can still hook up too.,52,whenev see still hook,0
ham,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...,80,nope go home go pump petrol lor like go rain soon,0
ham,Can you use foreign stamps for whatever you send them off for? ,63,use foreign stamp whatev send,0
spam,FROM 88066 LOST å£12 HELP,25,lost $$$ help,1
ham,Oh baby of the house. How come you dont have any new pictures on facebook,73,oh babi hous come dont new pictur facebook,0
ham,"Feb  &lt;#&gt;  is \I LOVE U\"" day. Send dis to all ur \""VALUED FRNDS\"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr""",169,feb love day send dis ur valu frnds evn come back gt marri person luv ignor dis lose ur luv evr,0
ham,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.",169,hiya sorri hav signal seen heard neither unusu put case get sort hug snog,0
ham,"Omw back to tampa from west palm, you hear what happened?",57,omw back tampa west palm hear happen,0
ham,Yup no more already... Thanx 4 printing n handing it up.,56,yup alreadi thanx print n hand,0
spam,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!,156,freemsg fanci flirt repli date join uk fastest grow mobil date servic msgs rcvd optout txt stop repli date,1
ham,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.,113,mean come chase state watch mani movi want,0
ham,S now only i took tablets . Reaction morning only.,50,took tablet reaction morn,0
spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,160,great new offer doubl min doubl txt best orang tariff get latest camera phone free call free cs,1
ham,"Nah, I'm a perpetual DD",23,nah perpetu dd,0
ham,Sorry de i went to shop.,24,sorri de went shop,0
spam,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,118,hope enjoy new content text stop unsubscrib help provid co uk,1
ham,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath,101,hey still want go yogasana coz end cine go bath hav steam bath,0
ham,Nope i'm not drivin... I neva develop da photos lei...,54,nope drivin neva develop da photo lei,0
ham,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,96,think go reg pract lesson flung advanc haha wat time go,0
ham,Cool. I am  &lt;#&gt;  inches long. hope you like them big!,59,cool inch long hope like big,0
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",166,hous maid murder coz man murder th januari public holiday govt instituit close includ post offic understand,0
ham,Okie.. Thanx..,14,oki thanx,0
ham,Go where n buy? Juz buy when we get there lar.,46,go n buy juz buy get lar,0
ham,I'm working technical support :)voice process.,46,work technic support voic process,0
ham,It's justbeen overa week since we broke up and already our brains are going to mush!,84,justbeen overa week sinc broke alreadi brain go mush,0
ham,"Tunde, how are you doing. This is just wishing you a great day. Abiola.",71,tund wish great day abiola,0
ham,Nope... C Ì_ then...,20,nope,0
ham,No. But we'll do medical missions to nigeria,44,medic mission nigeria,0
ham,No i am not having not any movies in my laptop,46,movi laptop,0
spam,Urgent Please call 09066612661 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ ÛÏ,154,urgent pleas call landlin $$$ cash luxuri canari island holiday await collect cs sae award ï,1
spam,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or å£1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",166,urgent pleas call landlin complimentari lux costa del sol holiday $$$ cash await collect ppm sae cs jame,1
ham,I havent lei.. Next mon can?,28,havent lei next mon,0
ham,Mm feeling sleepy. today itself i shall get that dear,53,mm feel sleepi today shall get dear,0
ham,How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.,82,dare stupid wont tell anyth hear wont talk,0
ham,Do Ì_ noe if ben is going?,26,noe ben go,0
ham,Can you do a mag meeting this avo at some point?,48,mag meet avo point,0
ham,I meant middle left or right?,29,meant middl left right,0
ham,Really? I crashed out cuddled on my sofa.,41,realli crash cuddl sofa,0
ham,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu,99,hi chachi tri call unabl reach pl give miss cal tiz msg kanagu,0
ham,"I sent you the prices and do you mean the  &lt;#&gt; g,",55,sent price mean g,0
ham,Nothing. Can...,15,noth,0
ham,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u,119,work ring thing whole hous scream brat pull hair love,0
ham,But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.,154,famili respond anyth room went home diwali one call come make feel like die,0
ham,"Tick, tick, tick ... Babe",25,tick tick tick babe,0
ham,R Ì_ going 4 today's meeting?,29,r go today meet,0
ham,K da:)how many page you want?,29,k da mani page want,0
ham,Ya had just now.onion roast.,28,ya onion roast,0
ham,Send his number and give reply tomorrow morning for why you said that to him like that ok,89,send number give repli tomorrow morn said like ok,0
ham,You said not now. No problem. When you can. Let me know.,56,said problem let know,0
ham,Ok but tell me half an hr b4 u come i need 2 prepare.,53,ok tell half hr come need prepar,0
ham,Play w computer? Aiyah i tok 2 u lor?,37,play w comput aiyah tok lor,0
ham,Sat right? Okay thanks... ,26,sat right okay thank,0
ham,"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with",129,derp wors dude alway want parti dude file complaint three drug abus live,0
ham,Ok Chinese food on its way. When I get fat you're paying for my lipo.,69,ok chines food way get fat pay lipo,0
ham,We r outside already.,21,r outsid alreadi,0
ham,Have a good trip. Watch out for . Remember when you get back we must decide about easter.,89,good trip watch rememb get back must decid easter,0
ham,Yo we are watching a movie on netflix,37,yo watch movi netflix,0
ham,What time. IÛ÷m out until prob 3 or so,39,time prob,0
ham,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...",102,meh thgt clash realli ah dun mind dun seen lost weight gee,0
ham,ARR birthday today:) i wish him to get more oscar.,50,arr birthday today wish get oscar,0
ham,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!",200,open rebtel firefox load put plus sign user name place show two number lower number number pick number pin display okay,0
ham, and  picking them up from various points,41,pick various point,0
spam,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,155,marri local women look discreet action real match instant phone text match msg cost stop txt stop,1
ham,Wow v v impressed. Have funs shopping!,38,wow v v impress fun shop,0
ham,I am on the way to ur home,26,way ur home,0
spam,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,141,burger king wanna play footi top stadium get burger king sept go larg super coca cola walk winner,1
ham,No problem. Talk to you later,29,problem talk later,0
ham,Then ur sis how?,16,ur sis,0
ham,Still in customer place,23,still custom place,0
spam,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?,124,come take littl time child afraid dark becom teenag want stay night,1
ham,"Dude u knw also telugu..thts gud..k, gud nyt..",46,dude knw also telugu thts gud k gud nyt,0
ham,We confirm eating at esplanade?,31,confirm eat esplanad,0
ham,Send me your id and password,28,send id password,0
ham,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.,118,kind took garag centr part exhaust need replac part order n take fix tomo morn,0
spam,"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",124,ur chanc win $$$ cash everi wk txt action http custcar wk,1
ham,Well I might not come then...,29,well might come,0
ham,Long after I quit. I get on only like 5 minutes a day as it is.,63,long quit get like minut day,0
ham,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.,106,like call mittelschmertz googl dont paracetamol dont worri go,0
